yourlist:M201912038471C63D39733769F8E060B506551E125F0C55R	isomap:M201912038471C63D39733769F8E060B506551E125F0C55R	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000185842	ENSG00000185842 -> Q0VDD8-1;Q0VDD8-2;Q0VDD8-3;Q0VDD8-4	Q0VDD8	DYH14_HUMAN	reviewed	Dynein heavy chain 14, axonemal (Axonemal beta dynein heavy chain 14) (Ciliary dynein heavy chain 14)	DNAH14 C1orf67	Homo sapiens (Human)	3507
ENSG00000143815		Q14739	LBR_HUMAN	reviewed	Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (LMN2R) (Lamin-B receptor) (Sterol C14-reductase)	LBR	Homo sapiens (Human)	615
ENSG00000154380	ENSG00000154380 -> Q8N8S7-1;Q8N8S7-2	Q8N8S7	ENAH_HUMAN	reviewed	Protein enabled homolog	ENAH MENA	Homo sapiens (Human)	591
ENSG00000143742	ENSG00000143742 -> P49458-1;P49458-2	P49458	SRP09_HUMAN	reviewed	Signal recognition particle 9 kDa protein (SRP9)	SRP9	Homo sapiens (Human)	86
ENSG00000143819		P07099	HYEP_HUMAN	reviewed	Epoxide hydrolase 1 (EC 3.3.2.9) (Epoxide hydratase) (Microsomal epoxide hydrolase) (mEH)	EPHX1 EPHX EPOX	Homo sapiens (Human)	455
ENSG00000196187		O94886	CSCL1_HUMAN	reviewed	CSC1-like protein 1 (Transmembrane protein 63A)	TMEM63A KIAA0489 KIAA0792	Homo sapiens (Human)	807
ENSG00000143811		Q96C36	P5CR2_HUMAN	reviewed	Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2)	PYCR2	Homo sapiens (Human)	320
ENSG00000143751	ENSG00000143751 -> Q6IQ49-1	Q6IQ49	SDE2_HUMAN	reviewed	Replication stress response regulator SDE2	SDE2 C1orf55	Homo sapiens (Human)	451
ENSG00000182827		Q9H3P7	GCP60_HUMAN	reviewed	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]	ACBD3 GCP60 GOCAP1 GOLPH1	Homo sapiens (Human)	528
ENSG00000183814	ENSG00000183814 -> Q5TKA1-2	Q5TKA1	LIN9_HUMAN	reviewed	Protein lin-9 homolog (HuLin-9) (hLin-9) (Beta subunit-associated regulator of apoptosis) (TUDOR gene similar protein) (Type I interferon receptor beta chain-associated protein) (pRB-associated protein)	LIN9 BARA TGS	Homo sapiens (Human)	542
ENSG00000143799		P09874	PARP1_HUMAN	reviewed	Poly [ADP-ribose] polymerase 1 (PARP-1) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 1) (ARTD1) (DNA ADP-ribosyltransferase PARP1) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 1) (ADPRT 1) (Poly[ADP-ribose] synthase 1) (Protein poly-ADP-ribosyltransferase PARP1) (EC 2.4.2.-)	PARP1 ADPRT PPOL	Homo sapiens (Human)	1014
ENSG00000143772	ENSG00000143772 -> P27987-1;P27987-2	P27987	IP3KB_HUMAN	reviewed	Inositol-trisphosphate 3-kinase B (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase B) (IP3 3-kinase B) (IP3K B) (InsP 3-kinase B)	ITPKB	Homo sapiens (Human)	946
ENSG00000143801	ENSG00000143801 -> P49810-1;P49810-3	P49810	PSN2_HUMAN	reviewed	Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	PSEN2 AD4 PS2 PSNL2 STM2	Homo sapiens (Human)	448
ENSG00000163050	ENSG00000163050 -> Q8NI60-1;Q8NI60-3	Q8NI60	COQ8A_HUMAN	reviewed	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	COQ8A ADCK3 CABC1 PP265	Homo sapiens (Human)	647
ENSG00000143776	ENSG00000143776 -> Q5VT25-1;Q5VT25-3;Q5VT25-5	Q5VT25	MRCKA_HUMAN	reviewed	Serine/threonine-protein kinase MRCK alpha (EC 2.7.11.1) (CDC42-binding protein kinase alpha) (DMPK-like alpha) (Myotonic dystrophy kinase-related CDC42-binding kinase alpha) (MRCK alpha) (Myotonic dystrophy protein kinase-like alpha)	CDC42BPA KIAA0451	Homo sapiens (Human)	1732
ENSG00000181450		Q5SXM1	ZN678_HUMAN	reviewed	Zinc finger protein 678	ZNF678	Homo sapiens (Human)	525
ENSG00000143740	ENSG00000143740 -> Q5SQN1-1;Q5SQN1-4	Q5SQN1	SNP47_HUMAN	reviewed	Synaptosomal-associated protein 47 (SNAP-47) (Epididymis luminal protein 170) (Synaptosomal-associated 47 kDa protein)	SNAP47 C1orf142 HEL170 SVAP1	Homo sapiens (Human)	464
ENSG00000081692	ENSG00000081692 -> Q9H9V9-1;Q9H9V9-2	Q9H9V9	JMJD4_HUMAN	reviewed	2-oxoglutarate and iron-dependent oxygenase JMJD4 (EC 1.14.11.-) (JmjC domain-containing protein 4) (Jumonji domain-containing protein 4) (Lysyl-hydroxylase JMJD4)	JMJD4	Homo sapiens (Human)	463
ENSG00000143816		O14904	WNT9A_HUMAN	reviewed	Protein Wnt-9a (Protein Wnt-14)	WNT9A WNT14	Homo sapiens (Human)	365
ENSG00000143761		P84077	ARF1_HUMAN	reviewed	ADP-ribosylation factor 1	ARF1	Homo sapiens (Human)	181
ENSG00000143793	ENSG00000143793 -> Q9BU76-1	Q9BU76	MMTA2_HUMAN	reviewed	Multiple myeloma tumor-associated protein 2 (hMMTAG2)	MMTAG2 C1orf35	Homo sapiens (Human)	263
ENSG00000162910	ENSG00000162910 -> Q7Z7F7-1;Q7Z7F7-2	Q7Z7F7	RM55_HUMAN	reviewed	39S ribosomal protein L55, mitochondrial (L55mt) (MRP-L55) (Mitochondrial large ribosomal subunit protein bL31m) (Mitochondrial large ribosomal subunit protein mL55)	MRPL55 UNQ5835/PRO19675	Homo sapiens (Human)	128
ENSG00000143774	ENSG00000143774 -> Q16774-1;Q16774-2;Q16774-3	Q16774	KGUA_HUMAN	reviewed	Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1)	GUK1 GMK GMPK	Homo sapiens (Human)	197
ENSG00000181873		Q5T440	CAF17_HUMAN	reviewed	Putative transferase CAF17, mitochondrial (EC 2.1.-.-) (Iron-sulfur cluster assembly factor homolog)	IBA57 C1orf69	Homo sapiens (Human)	356
ENSG00000154358	ENSG00000154358 -> Q5VST9-1;Q5VST9-2;Q5VST9-3;Q5VST9-6	Q5VST9	OBSCN_HUMAN	reviewed	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)	OBSCN KIAA1556 KIAA1639	Homo sapiens (Human)	7968
ENSG00000154370	ENSG00000154370 -> Q96F44-1;Q96F44-2	Q96F44	TRI11_HUMAN	reviewed	E3 ubiquitin-protein ligase TRIM11 (EC 2.3.2.27) (Protein BIA1) (RING finger protein 92) (RING-type E3 ubiquitin transferase TRIM11) (Tripartite motif-containing protein 11)	TRIM11 RNF92	Homo sapiens (Human)	468
ENSG00000181218		Q7L7L0	H2A3_HUMAN	reviewed	Histone H2A type 3	HIST3H2A	Homo sapiens (Human)	130
ENSG00000168159		Q5TA31	RN187_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF187 (EC 2.3.2.27) (RING domain AP1 coactivator 1) (RACO-1) (RING finger protein 187) (RING-type E3 ubiquitin transferase RNF187)	RNF187	Homo sapiens (Human)	235
ENSG00000116574	ENSG00000116574 -> Q7L0Q8-1	Q7L0Q8	RHOU_HUMAN	reviewed	Rho-related GTP-binding protein RhoU (CDC42-like GTPase 1) (GTP-binding protein-like 1) (Rho GTPase-like protein ARHU) (Ryu GTPase) (Wnt-1 responsive Cdc42 homolog 1) (WRCH-1)	RHOU ARHU CDC42L1 G28K WRCH1 SB128	Homo sapiens (Human)	258
ENSG00000168118		P20338	RAB4A_HUMAN	reviewed	Ras-related protein Rab-4A	RAB4A RAB4	Homo sapiens (Human)	218
ENSG00000154429	ENSG00000154429 -> Q6IQ19-1;Q6IQ19-2	Q6IQ19	CCSAP_HUMAN	reviewed	Centriole, cilia and spindle-associated protein	CCSAP C1orf96 CSAP	Homo sapiens (Human)	270
ENSG00000135776		Q9NRK6	ABCBA_HUMAN	reviewed	ATP-binding cassette sub-family B member 10, mitochondrial (ATP-binding cassette transporter 10) (ABC transporter 10 protein) (Mitochondrial ATP-binding cassette 2) (M-ABC2)	ABCB10	Homo sapiens (Human)	738
ENSG00000135801	ENSG00000135801 -> O75529-1;O75529-2	O75529	TAF5L_HUMAN	reviewed	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L (TAF5L) (PCAF-associated factor 65 beta) (PAF65-beta)	TAF5L PAF65B	Homo sapiens (Human)	589
ENSG00000135763		Q14146	URB2_HUMAN	reviewed	Unhealthy ribosome biogenesis protein 2 homolog	URB2 KIAA0133	Homo sapiens (Human)	1524
ENSG00000143641	ENSG00000143641 -> Q10471-1	Q10471	GALT2_HUMAN	reviewed	Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form]	GALNT2	Homo sapiens (Human)	571
ENSG00000135775	ENSG00000135775 -> Q14746-1;Q14746-2	Q14746	COG2_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 2 (COG complex subunit 2) (Component of oligomeric Golgi complex 2) (Low density lipoprotein receptor defect C-complementing protein)	COG2 LDLC	Homo sapiens (Human)	738
ENSG00000119280	ENSG00000119280 -> Q9H425-1;Q9H425-2;Q9H425-3	Q9H425	CA198_HUMAN	reviewed	Uncharacterized protein C1orf198	C1orf198	Homo sapiens (Human)	327
ENSG00000143643	ENSG00000143643 -> Q8NBP0-1;Q8NBP0-2	Q8NBP0	TTC13_HUMAN	reviewed	Tetratricopeptide repeat protein 13 (TPR repeat protein 13)	TTC13 PSEC0076	Homo sapiens (Human)	860
ENSG00000173409		Q9H2C2	ARV1_HUMAN	reviewed	Protein ARV1 (hARV1)	ARV1 HT035	Homo sapiens (Human)	271
ENSG00000143633	ENSG00000143633 -> Q8NDD1-1;Q8NDD1-6	Q8NDD1	CA131_HUMAN	reviewed	Uncharacterized protein C1orf131	C1orf131 cPERP-A	Homo sapiens (Human)	293
ENSG00000116906	ENSG00000116906 -> O15228-1	O15228	GNPAT_HUMAN	reviewed	Dihydroxyacetone phosphate acyltransferase (DAP-AT) (DHAP-AT) (EC 2.3.1.42) (Acyl-CoA:dihydroxyacetonephosphateacyltransferase) (Glycerone-phosphate O-acyltransferase)	GNPAT DAPAT DHAPAT	Homo sapiens (Human)	680
ENSG00000116903		Q8IYI6	EXOC8_HUMAN	reviewed	Exocyst complex component 8 (Exocyst complex 84 kDa subunit)	EXOC8	Homo sapiens (Human)	725
ENSG00000010072	ENSG00000010072 -> Q9H040-1;Q9H040-2;Q9H040-3	Q9H040	SPRTN_HUMAN	reviewed	SprT-like domain-containing protein Spartan (DNA damage protein targeting VCP) (DVC1) (Protein with SprT-like domain at the N terminus) (Spartan)	SPRTN C1orf124 DVC1 UNQ1880/PRO4323	Homo sapiens (Human)	489
ENSG00000135766	ENSG00000135766 -> Q9GZT9-1	Q9GZT9	EGLN1_HUMAN	reviewed	Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)	EGLN1 C1orf12 PNAS-118 PNAS-137	Homo sapiens (Human)	426
ENSG00000116918		Q99598	TSNAX_HUMAN	reviewed	Translin-associated protein X (Translin-associated factor X)	TSNAX TRAX	Homo sapiens (Human)	290
ENSG00000212916		Q9P2G4	MAP10_HUMAN	reviewed	Microtubule-associated protein 10 (Microtubule regulator of 120 KDa)	MAP10 KIAA1383 MTR120	Homo sapiens (Human)	905
ENSG00000135778		Q9BSD7	NTPCR_HUMAN	reviewed	Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase)	NTPCR C1orf57	Homo sapiens (Human)	190
ENSG00000183780	ENSG00000183780 -> Q8IY50-1;Q8IY50-2	Q8IY50	S35F3_HUMAN	reviewed	Putative thiamine transporter SLC35F3 (Solute carrier family 35 member F3)	SLC35F3	Homo sapiens (Human)	421
ENSG00000168275	ENSG00000168275 -> Q5JTJ3-1;Q5JTJ3-2;Q5JTJ3-3	Q5JTJ3	COA6_HUMAN	reviewed	Cytochrome c oxidase assembly factor 6 homolog	COA6 C1orf31	Homo sapiens (Human)	125
ENSG00000059588		Q13395	TARB1_HUMAN	reviewed	Probable methyltransferase TARBP1 (EC 2.1.1.-) (TAR RNA-binding protein 1) (TAR RNA-binding protein of 185 kDa) (TRP-185)	TARBP1 TRM3 TRP185	Homo sapiens (Human)	1621
ENSG00000168264	ENSG00000168264 -> Q7Z5L9-1;Q7Z5L9-2	Q7Z5L9	I2BP2_HUMAN	reviewed	Interferon regulatory factor 2-binding protein 2 (IRF-2-binding protein 2) (IRF-2BP2)	IRF2BP2	Homo sapiens (Human)	587
ENSG00000173726		Q15388	TOM20_HUMAN	reviewed	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	Homo sapiens (Human)	145
ENSG00000188739	ENSG00000188739 -> P42696-1	P42696	RBM34_HUMAN	reviewed	RNA-binding protein 34 (RNA-binding motif protein 34)	RBM34 KIAA0117	Homo sapiens (Human)	430
ENSG00000054267	ENSG00000054267 -> Q4LE39-1;Q4LE39-2;Q4LE39-3	Q4LE39	ARI4B_HUMAN	reviewed	AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Breast cancer-associated antigen BRCAA1) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1)	ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180	Homo sapiens (Human)	1312
ENSG00000152904	ENSG00000152904 -> O95749-1;O95749-2	O95749	GGPPS_HUMAN	reviewed	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	GGPS1	Homo sapiens (Human)	300
ENSG00000284770	ENSG00000284770 -> Q15813-1;Q15813-2	Q15813	TBCE_HUMAN	reviewed	Tubulin-specific chaperone E (Tubulin-folding cofactor E)	TBCE	Homo sapiens (Human)	527
ENSG00000162885	ENSG00000162885 -> Q8NCR0-1;Q8NCR0-2	Q8NCR0	B3GL2_HUMAN	reviewed	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2 (Beta-1,3-GalNAc-T2) (EC 2.4.1.313) (Beta-1,3-N-acetylgalactosaminyltransferase II)	B3GALNT2	Homo sapiens (Human)	500
ENSG00000168243		P50150	GBG4_HUMAN	reviewed	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	GNG4 GNGT4	Homo sapiens (Human)	75
ENSG00000143669	ENSG00000143669 -> Q99698-1	Q99698	LYST_HUMAN	reviewed	Lysosomal-trafficking regulator (Beige homolog)	LYST CHS CHS1	Homo sapiens (Human)	3801
ENSG00000116962	ENSG00000116962 -> P14543-1;P14543-2	P14543	NID1_HUMAN	reviewed	Nidogen-1 (NID-1) (Entactin)	NID1 NID	Homo sapiens (Human)	1247
ENSG00000077585		O60478	G137B_HUMAN	reviewed	Integral membrane protein GPR137B (Transmembrane 7 superfamily member 1 protein)	GPR137B TM7SF1	Homo sapiens (Human)	399
ENSG00000086619	ENSG00000086619 -> Q86YB8-1	Q86YB8	ERO1B_HUMAN	reviewed	ERO1-like protein beta (ERO1-L-beta) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase beta) (Endoplasmic reticulum oxidoreductin-1-like protein B) (Oxidoreductin-1-L-beta)	ERO1B ERO1LB	Homo sapiens (Human)	467
ENSG00000186197	ENSG00000186197 -> Q8WWZ3-1;Q8WWZ3-2	Q8WWZ3	EDAD_HUMAN	reviewed	Ectodysplasin-A receptor-associated adapter protein (EDAR-associated death domain protein) (Protein crinkled homolog)	EDARADD	Homo sapiens (Human)	215
ENSG00000116977	ENSG00000116977 -> O00214-1;O00214-2	O00214	LEG8_HUMAN	reviewed	Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1)	LGALS8	Homo sapiens (Human)	317
ENSG00000119285		Q9H583	HEAT1_HUMAN	reviewed	HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]	HEATR1 BAP28 UTP10	Homo sapiens (Human)	2144
ENSG00000116984	ENSG00000116984 -> Q99707-1;Q99707-2	Q99707	METH_HUMAN	reviewed	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Vitamin-B12 dependent methionine synthase) (MS)	MTR	Homo sapiens (Human)	1265
ENSG00000091483	ENSG00000091483 -> P07954-1	P07954	FUMH_HUMAN	reviewed	Fumarate hydratase, mitochondrial (Fumarase) (HsFH) (EC 4.2.1.2)	FH	Homo sapiens (Human)	510
ENSG00000117009	ENSG00000117009 -> O15229-1;O15229-2;O15229-3	O15229	KMO_HUMAN	reviewed	Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase)	KMO	Homo sapiens (Human)	486
ENSG00000203668		P26374	RAE2_HUMAN	reviewed	Rab proteins geranylgeranyltransferase component A 2 (Choroideremia-like protein) (Rab escort protein 2) (REP-2)	CHML REP2	Homo sapiens (Human)	656
ENSG00000174371	ENSG00000174371 -> Q9UQ84-1;Q9UQ84-4	Q9UQ84	EXO1_HUMAN	reviewed	Exonuclease 1 (hExo1) (EC 3.1.-.-) (Exonuclease I) (hExoI)	EXO1 EXOI HEX1	Homo sapiens (Human)	846
ENSG00000143702	ENSG00000143702 -> Q5SW79-1;Q5SW79-2;Q5SW79-3	Q5SW79	CE170_HUMAN	reviewed	Centrosomal protein of 170 kDa (Cep170) (KARP-1-binding protein) (KARP1-binding protein)	CEP170 FAM68A KAB KIAA0470	Homo sapiens (Human)	1584
ENSG00000054282	ENSG00000054282 -> Q86SQ7-1	Q86SQ7	SDCG8_HUMAN	reviewed	Serologically defined colon cancer antigen 8 (Antigen NY-CO-8) (Centrosomal colon cancer autoantigen protein) (hCCCAP)	SDCCAG8 CCCAP NPHP10 HSPC085	Homo sapiens (Human)	713
ENSG00000117020	ENSG00000117020 -> Q9Y243-1;Q9Y243-2	Q9Y243	AKT3_HUMAN	reviewed	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG	Homo sapiens (Human)	479
ENSG00000179456	ENSG00000179456 -> Q99592-1;Q99592-2	Q99592	ZBT18_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 18 (58 kDa repressor protein) (Transcriptional repressor RP58) (Translin-associated zinc finger protein 1) (TAZ-1) (Zinc finger protein 238) (Zinc finger protein C2H2-171)	ZBTB18 RP58 TAZ1 ZNF238	Homo sapiens (Human)	522
ENSG00000035687		P30520	PURA2_HUMAN	reviewed	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	ADSS2 ADSS	Homo sapiens (Human)	456
ENSG00000121644	ENSG00000121644 -> Q9BSY9-1;Q9BSY9-2	Q9BSY9	DESI2_HUMAN	reviewed	Deubiquitinase DESI2 (EC 3.4.19.12) (Desumoylating isopeptidase 2) (DeSI-2) (PPPDE peptidase domain-containing protein 1) (Protein FAM152A)	DESI2 C1orf121 FAM152A PPPDE1 CGI-146 PNAS-4	Homo sapiens (Human)	194
ENSG00000203667	ENSG00000203667 -> Q5RI15-1;Q5RI15-2	Q5RI15	COX20_HUMAN	reviewed	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20 FAM36A	Homo sapiens (Human)	118
ENSG00000153187	ENSG00000153187 -> Q00839-1;Q00839-2	Q00839	HNRPU_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120)	HNRNPU C1orf199 HNRPU SAFA U21.1	Homo sapiens (Human)	825
ENSG00000203666	ENSG00000203666 -> Q5VUJ9-1;Q5VUJ9-2;Q5VUJ9-3	Q5VUJ9	DRC8_HUMAN	reviewed	Dynein regulatory complex protein 8 (EF-hand calcium-binding domain-containing protein 2)	EFCAB2 DRC8	Homo sapiens (Human)	269
ENSG00000185420	ENSG00000185420 -> Q9H7B4-1;Q9H7B4-3	Q9H7B4	SMYD3_HUMAN	reviewed	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.43) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	SMYD3 ZMYND1 ZNFN3A1	Homo sapiens (Human)	428
ENSG00000162851		Q9H5Q4	TFB2M_HUMAN	reviewed	Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)	TFB2M NS5ATP5	Homo sapiens (Human)	396
ENSG00000162852	ENSG00000162852 -> Q6PJW8-1;Q6PJW8-2	Q6PJW8	CNST_HUMAN	reviewed	Consortin	CNST C1orf71	Homo sapiens (Human)	725
ENSG00000143653		Q8NBX0	SCPDL_HUMAN	reviewed	Saccharopine dehydrogenase-like oxidoreductase (EC 1.-.-.-)	SCCPDH CGI-49	Homo sapiens (Human)	429
ENSG00000153207	ENSG00000153207 -> Q8WYP5-1;Q8WYP5-2;Q8WYP5-3	Q8WYP5	ELYS_HUMAN	reviewed	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	AHCTF1 ELYS TMBS62 MSTP108	Homo sapiens (Human)	2266
ENSG00000197472	ENSG00000197472 -> Q8IW36-1;Q8IW36-2;Q8IW36-4	Q8IW36	ZN695_HUMAN	reviewed	Zinc finger protein 695 (Zinc finger protein SBZF3)	ZNF695	Homo sapiens (Human)	515
ENSG00000277462		Q9BS34	ZN670_HUMAN	reviewed	Zinc finger protein 670	ZNF670	Homo sapiens (Human)	389
ENSG00000188295	ENSG00000188295 -> Q96BR6-1;Q96BR6-2	Q96BR6	ZN669_HUMAN	reviewed	Zinc finger protein 669	ZNF669	Homo sapiens (Human)	464
ENSG00000196418	ENSG00000196418 -> Q15973-3;Q15973-4;Q15973-5	Q15973	ZN124_HUMAN	reviewed	Zinc finger protein 124 (Zinc finger protein HZF-16)	ZNF124	Homo sapiens (Human)	351
ENSG00000162714	ENSG00000162714 -> Q96IT1-1	Q96IT1	ZN496_HUMAN	reviewed	Zinc finger protein 496 (Zinc finger protein with KRAB and SCAN domains 17)	ZNF496 ZKSCAN17	Homo sapiens (Human)	587
ENSG00000175137	ENSG00000175137 -> Q7L8J4-1	Q7L8J4	3BP5L_HUMAN	reviewed	SH3 domain-binding protein 5-like (SH3BP-5-like)	SH3BP5L KIAA1720 UNQ2766/PRO7133	Homo sapiens (Human)	393
ENSG00000171161	ENSG00000171161 -> Q499Z4-1	Q499Z4	ZN672_HUMAN	reviewed	Zinc finger protein 672	ZNF672	Homo sapiens (Human)	452
ENSG00000171163	ENSG00000171163 -> Q9BU19-1;Q9BU19-2;Q9BU19-4;Q9BU19-5	Q9BU19	ZN692_HUMAN	reviewed	Zinc finger protein 692	ZNF692	Homo sapiens (Human)	519
ENSG00000185220	ENSG00000185220 -> Q6P3X8-1;Q6P3X8-2	Q6P3X8	PGBD2_HUMAN	reviewed	PiggyBac transposable element-derived protein 2	PGBD2	Homo sapiens (Human)	592
ENSG00000015171	ENSG00000015171 -> Q15326-1;Q15326-2;Q15326-3;Q15326-5;Q15326-6	Q15326	ZMY11_HUMAN	reviewed	Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69)	ZMYND11 BRAM1 BS69	Homo sapiens (Human)	602
ENSG00000151240	ENSG00000151240 -> Q9Y2E4-1	Q9Y2E4	DIP2C_HUMAN	reviewed	Disco-interacting protein 2 homolog C (DIP2 homolog C)	DIP2C KIAA0934	Homo sapiens (Human)	1556
ENSG00000107929		Q92615	LAR4B_HUMAN	reviewed	La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5)	LARP4B KIAA0217 LARP5	Homo sapiens (Human)	738
ENSG00000107937	ENSG00000107937 -> Q9BZE4-1	Q9BZE4	NOG1_HUMAN	reviewed	Nucleolar GTP-binding protein 1 (Chronic renal failure gene protein) (GTP-binding protein NGB)	GTPBP4 CRFG NOG1	Homo sapiens (Human)	634
ENSG00000067064	ENSG00000067064 -> Q13907-1;Q13907-2	Q13907	IDI1_HUMAN	reviewed	Isopentenyl-diphosphate Delta-isomerase 1 (EC 5.3.3.2) (Isopentenyl pyrophosphate isomerase 1) (IPP isomerase 1) (IPPI1)	IDI1	Homo sapiens (Human)	227
ENSG00000047056	ENSG00000047056 -> Q9Y2I8-1	Q9Y2I8	WDR37_HUMAN	reviewed	WD repeat-containing protein 37	WDR37 KIAA0982	Homo sapiens (Human)	494
ENSG00000067057	ENSG00000067057 -> Q01813-1;Q01813-2	Q01813	PFKAP_HUMAN	reviewed	ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)	PFKP PFKF	Homo sapiens (Human)	784
ENSG00000107959	ENSG00000107959 -> Q5JRX3-1;Q5JRX3-2;Q5JRX3-3	Q5JRX3	PREP_HUMAN	reviewed	Presequence protease, mitochondrial (hPreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase 1) (Metalloprotease 1) (hMP1)	PITRM1 KIAA1104 MP1 PREP	Homo sapiens (Human)	1037
